PetID,avg_label_score,n_labels,crop_confidence
9609a0b86,0.82219462295,9.6,0.79999995
c740abfe1,0.0,0.0,0.0
f6551137d,0.7776299174185184,9.333333333333334,0.7666666186666667
8c131db77,0.76704140125,8.25,0.79999995
d765ae877,0.790291868,10.0,0.79999995
8ce183889,0.7327363807222224,9.0,0.79999995
9c0ddccc8,0.825314762,10.0,0.79999995
f9df8656a,0.7684231760722222,9.4,0.79999995
f0ef9c777,0.7581136178571428,7.0,0.79999995
3181e5424,0.7639706294999999,10.0,0.79999995
9883a048e,0.7961495378611112,9.4,0.79999995
b0dec8779,0.7629829871243385,9.523809523809524,0.7999999499999999
e8d0907ae,0.8048892952,10.0,0.8399999600000001
e540c1ba5,0.7751111290000001,10.0,0.79999995
4a4db4d32,0.7723027033333333,9.0,0.79999995
98a98311c,0.681144554,10.0,0.79999995
ef14861df,0.7879507960000001,10.0,0.79999995
a9bc357f0,0.820689568,10.0,0.79999995
aaf4a1439,0.75273196,10.0,0.79999995
1e62e6022,0.7777411789,8.6,0.79999995
4e797dcdd,0.7504628346666666,9.333333333333334,0.79999995
45d2ddcb8,0.7564243762,9.6,0.79999995
259b10a3e,0.719910276,10.0,0.79999995
d2490c888,0.5190440966666666,6.666666666666667,0.79999995
2c93c0c11,0.7860625378333334,8.333333333333334,0.79999995
35593da00,0.79252608825,8.6,0.79999995
4cc70e613,0.8037055670000001,10.0,0.79999995
ff125cf8d,0.7950834770000001,10.0,0.79999995
c30dd6e9a,0.8888660165,10.0,0.79999995
be9474b85,0.7110852870000001,10.0,0.79999995
815f4cc08,0.6998888594074074,9.666666666666666,0.79999995
ec5069cf6,0.8026356048055556,9.75,0.79999995
867308404,0.7845488030833333,9.333333333333334,0.79999995
e9df3ead7,0.7703863802222222,9.5,0.79999995
258667857,0.7862461234999999,9.5,0.79999995
fd3172797,0.7446920046803751,8.454545454545455,0.79999995
8df0bb3b3,0.7521386488346561,8.944444444444445,0.79999995
3d0752cd9,0.7580472058,10.0,0.79999995
22051ab84,0.7257897009166667,9.333333333333334,0.79999995
573b3ec3d,0.0,0.0,0.0
370fe2afb,0.7973229499722222,9.833333333333334,0.79999995
dd308e46b,0.8520063410000001,10.0,0.79999995
6a763a055,0.7672670283333334,9.5,0.79999995
5e4154870,0.7544322766666668,10.0,0.79999995
a44d42407,0.7815340123333335,10.0,0.79999995
cc8401c02,0.738568107361111,8.333333333333334,0.79999995
0f24b6cd6,0.793099324,10.0,0.79999995
49bb70e36,0.7575425877777778,9.0,0.79999995
43ddb2eb4,0.8570128844999999,10.0,0.79999995
dae92dd61,0.8072051669999999,10.0,0.9333333166666667
a6ac8884b,0.7577049325,8.0,0.79999995
60ce9e319,0.7795549344285714,10.0,0.79999995
5247209aa,0.830034699,10.0,0.79999995
19b1f4263,0.7793792426666668,8.333333333333334,0.79999995
d50e11ec5,0.7377070605714285,8.5,0.79999995
4407e70f3,0.8248122314999999,10.0,0.79999995
27b6e5aca,0.7761315305,9.25,0.79999995
80ebea85c,0.7498151064,10.0,0.79999995
1bf1f95ef,0.825037859,10.0,0.79999995
cdab8ba8e,0.785546181168254,8.6,0.79999995
b84dad49f,0.768539200047619,9.0,0.79999995
f0a2122d4,0.7599525968125,9.5,0.79999995
1104fe6bb,0.8178431984999999,10.0,0.79999995
46d88ca3e,0.828256420625,9.5,0.79999995
b99d5d532,0.7737830315238096,9.0,0.79999995
2b6d08cba,0.0,0.0,0.0
b9429dc85,0.8024337186666666,9.75,0.79999995
c61f6507e,0.7513893581481481,9.666666666666666,0.79999995
e464fcd4b,0.8418162876190477,8.0,0.79999995
86379f12f,0.8483867829999999,10.0,0.79999995
55fcdea2f,0.8095837751269842,8.666666666666666,0.79999995
392d3346e,0.76588821875,8.75,0.79999995
33db028cb,0.7641058044444444,9.0,0.79999995
35c0c3aca,0.7447863063597885,8.333333333333334,0.79999995
d080818c3,0.7608535722499999,9.333333333333334,0.79999995
6f0cb510a,0.7599687506296297,9.666666666666666,0.6333332933333334
61ac3c78c,0.773060191,10.0,0.79999995
368b2adc1,0.7453640246,10.0,0.79999995
2e4c1faf7,0.8037843056666666,10.0,0.79999995
a85a1c8c3,0.7768662654074076,9.666666666666666,0.79999995
25c7d6c3b,0.797044880625,10.0,0.79999995
0b819602d,0.759373507,10.0,0.79999995
4c594983d,0.7315168739444444,8.4,0.79999995
05f99fc56,0.7592493080555556,8.75,0.79999995
1dfadc371,0.823035035,10.0,0.79999995
6d9b202c9,0.7626565490119048,7.2,0.79999995
54791dc58,0.766286497,10.0,0.79999995
b36616178,0.7441613423015873,9.714285714285714,0.79999995
2ac4dd8c2,0.7716819604666666,9.6,0.79999995
29f54c6ff,0.8040047735,10.0,0.79999995
48b418070,0.711241408,9.0,0.79999995
c7eac7b01,0.7943796802380952,9.0,0.79999995
8e0d65b3e,0.7078166619999999,10.0,0.79999995
9a34ddc8b,0.7941756857142858,7.0,0.79999995
ff9f62e79,0.8066694453333333,10.0,0.79999995
4a6ee5d02,0.8155643225555556,9.5,0.79999995
474bccd75,0.8122765058333334,7.0,0.79999995
e4abb93bf,0.7794408709999999,10.0,0.79999995
120805f93,0.7867615007500001,9.0,0.79999995
2acf3fdce,0.8321840425,10.0,0.79999995
e1ecc1b26,0.7788728393518519,8.666666666666666,0.79999995
a8cdba660,0.7718991623419914,9.090909090909092,0.79999995
9bcd62ef1,0.6964224401319444,7.0,0.79999995
c3f2f166d,0.7891559799999999,10.0,0.79999995
687e9c33c,0.8096837971428572,7.0,0.79999995
bb5f471dd,0.803254508,10.0,0.79999995
0aaf6976a,0.7764129619273505,9.76923076923077,0.79999995
45600eaab,0.8107428412037038,7.666666666666667,0.79999995
dcba09ff1,0.7703779779111112,9.8,0.79999995
d7f938acd,0.7420802036785715,9.25,0.79999995
ea11b6f12,0.7520186883333334,10.0,0.79999995
3332eb59c,0.7737206218000001,10.0,0.8399999600000001
b3e19ff68,0.0,0.0,0.0
594e3dc3f,0.780163309,10.0,0.79999995
fbb112b7e,0.7755987354375,9.5,0.79999995
d14d62508,0.8047799525,10.0,0.79999995
5de61cf6b,0.840161464,10.0,0.79999995
b9590d4de,0.835055265,10.0,0.79999995
747c82f83,0.7771389949272487,9.0,0.79999995
3004c3401,0.7660004388571428,9.0,0.79999995
c737c30d7,0.723456756,10.0,0.79999995
03b0568b3,0.768375918,10.0,0.79999995
987baa1c7,0.7965646774999999,10.0,0.79999995
70b3d1f9c,0.822334279,10.0,0.79999995
27456ec0f,0.82369220375,10.0,0.79999995
5c28a8cec,0.7719839652962962,8.333333333333334,0.79999995
2c8ae4c7e,0.759380124,10.0,0.79999995
cd7bea671,0.7119266340000001,10.0,0.79999995
7bda94ad0,0.7787096816888889,9.7,0.79999995
ab4b4681b,0.77881753,8.75,0.79999995
aa189a931,0.7933077136507936,8.0,0.79999995
d0bc14f47,0.7595228485000001,10.0,0.79999995
eab8c8c03,0.0,0.0,0.0
3b4a987ba,0.8160536970000001,10.0,0.79999995
1bbb46822,0.8653225929999999,10.0,0.79999995
5c546c236,0.828320183,10.0,0.79999995
702bee848,0.7197147048888889,9.8,0.8399999600000001
66757255c,0.7710647914285715,7.0,0.79999995
0b0f596b5,0.7946671815277777,9.75,0.79999995
938bcf142,0.7631541615000001,10.0,0.79999995
bea72e6c5,0.75255069782209,9.166666666666666,0.79999995
52e555a3a,0.7576719263333334,10.0,0.79999995
3998bcfec,0.7534672969999999,10.0,0.79999995
e62e5aa26,0.7654739070119047,9.11111111111111,0.79999995
933e0a3e8,0.8031618958214286,9.25,0.79999995
1eb8a0278,0.8277017963333333,10.0,0.8666666333333334
d5df16a32,0.7805913536,10.0,0.699999956
06296e4e2,0.7923965979999998,10.0,0.8333332916666668
207d61997,0.78921186225,10.0,0.79999995
38a81271c,0.7791077362000001,10.0,0.79999995
65d10be4d,0.7291292563333333,10.0,0.79999995
c7b468b32,0.8047733989999999,10.0,0.79999995
6df350974,0.7649781810652558,9.222222222222221,0.79999995
249112486,0.7143072277777778,9.0,0.79999995
8f85e69ee,0.792902149125,9.375,0.79999995
b243b8e93,0.7537354294666666,7.2,0.79999995
89523a695,0.7530417735,10.0,0.79999995
4f0eacbdd,0.8773328735,10.0,0.79999995
b5fcc079e,0.7803145047904761,9.2,0.8399999600000001
53976b229,0.7661116444067461,8.833333333333334,0.79999995
f4ed1a08e,0.7165288949444445,9.5,0.79999995
2f3227612,0.7723212454222222,8.6,0.79999995
ba66a7a82,0.819784121,10.0,0.79999995
d4e83ee5b,0.7423771157579364,8.875,0.79999995
00a1f270a,0.7712431753333333,9.8,0.79999995
74e316be1,0.7304284893888889,9.5,0.8999999750000001
039509c40,0.7572361626428571,8.75,0.79999995
eeb60466e,0.78748031935,9.2,0.79999995
c6cdbebfa,0.7759178418095237,9.0,0.79999995
82137b39f,0.7392502805449735,8.666666666666666,0.79999995
28b64c198,0.8140949486,10.0,0.79999995
f70251906,0.7327701649690476,8.2,0.79999995
9d76ed82f,0.79687227725,9.333333333333334,0.79999995
e83f846eb,0.7271262123148148,8.5,0.79999995
60b9421cc,0.7255810269999999,10.0,0.79999995
72a7cb335,0.7949743275238096,9.0,0.79999995
0bd4aed6b,0.0,0.0,0.0
ae03f99f2,0.7600124409500001,8.6,0.79999995
5a1010bca,0.7712445955,10.0,0.79999995
6a5c652b5,0.74295765,9.0,0.79999995
040771e8e,0.0,0.0,0.0
706a9cd5c,0.76686266875,8.0,0.79999995
62550cf78,0.7660646723703705,9.666666666666666,0.79999995
701c5afba,0.7667875255555555,9.0,0.79999995
d0fcfeb0f,0.7691282991999999,10.0,0.79999995
7bce76c66,0.8340709786666666,10.0,0.79999995
3b0b88ac2,0.8719713423333334,10.0,0.79999995
a88d34ee3,0.8036678866428572,8.5,0.79999995
061378b30,0.7445401205555555,9.5,0.79999995
fc1457818,0.7766355376666667,9.2,0.79999995
a27f0cc49,0.76261565425,9.0,0.79999995
728c78b39,0.774607341,10.0,0.79999995
6c054c4ef,0.8193080566666667,9.0,0.79999995
d5b9e0322,0.7617188279464285,9.625,0.79999995
a2dc697f6,0.8073609982546297,9.5,0.79999995
b04b200fa,0.7913632265039683,9.0,0.79999995
be7b65c23,0.7496098219444445,9.555555555555555,0.8222221777777778
e37f4aa07,0.7693181809999999,10.0,0.79999995
7de2f688b,0.7639693744305556,9.0,0.79999995
e7020fa9a,0.8125769407500001,10.0,0.79999995
752491221,0.8066314882857144,9.0,0.79999995
c2346525a,0.801401568,10.0,0.79999995
bc7361016,0.7746766112500001,10.0,0.79999995
66201cf73,0.8624302956666666,10.0,0.79999995
b7359384d,0.8275537645000001,10.0,0.79999995
be23e42d0,0.747629942,10.0,0.79999995
1c59cecac,0.7348641686059524,7.3,0.79999995
e7e1904f4,0.7450228922949735,8.0,0.79999995
2e3bfe5a9,0.776343717111111,10.0,0.79999995
13f07ee9a,0.776363461,10.0,0.79999995
d78d1dec0,0.7664440222539682,7.6,0.79999995
821bd9373,0.7920730490000001,10.0,0.79999995
720db9cb3,0.7975636899999999,10.0,0.79999995
0443d6f82,0.7790515316055556,9.4,0.79999995
67efce2e0,0.0,0.0,0.0
fa1a30192,0.7238625679999999,10.0,0.79999995
c675f3b10,0.7878048062857144,10.0,0.79999995
6e3d78857,0.788819223798611,9.25,0.79999995
d4d6997e3,0.8187195425000001,10.0,0.79999995
d13d93f69,0.7277369022817459,8.5,0.79999995
d8715d47e,0.7840704934999999,10.0,0.79999995
c15b3c9f1,0.78746057,10.0,0.79999995
3bef75882,0.766489685,8.0,0.79999995
60bf93971,0.7922030173015874,8.333333333333334,0.79999995
e9eeadf82,0.7723121628888889,9.5,0.79999995
a4530b1d0,0.8159809109999999,10.0,0.79999995
da6bb3100,0.7572115556495727,9.461538461538462,0.79999995
79669f807,0.840408751,10.0,0.79999995
3af2b1473,0.713123926,10.0,0.79999995
0f0f81a37,0.8869109256666666,10.0,0.79999995
b8976d821,0.7566965394444445,9.0,0.79999995
9eb98f34c,0.7618829058024691,9.444444444444445,0.79999995
e317b2a73,0.8249767615111112,9.8,0.79999995
ebd78e1d4,0.7450954720740741,9.666666666666666,0.79999995
0822c54d5,0.7875422919999999,9.666666666666666,0.79999995
4036e0e12,0.7890195396468254,8.555555555555555,0.8222221777777778
f34d62be0,0.776661313375,9.8,0.79999995
2a7b5edbf,0.8176751200000001,10.0,0.79999995
18042e473,0.7500348166666667,10.0,0.79999995
dc99804de,0.86823831725,10.0,0.79999995
0fb490c9b,0.7276356026666667,10.0,0.79999995
284be445a,0.7575920990000001,10.0,0.79999995
a831df76b,0.7913531975000001,10.0,0.79999995
145883970,0.7628245337777778,8.666666666666666,0.8333332916666668
e3d9dc96d,0.7493225433333335,9.0,0.79999995
9a64e72cf,0.7890682061666667,10.0,0.79999995
6e643eba1,0.7503810227000001,9.6,0.79999995
a1b3dafc9,0.7696916100000001,9.0,0.79999995
fe88a5777,0.821852707,10.0,0.79999995
bda2d149e,0.788358277739418,8.666666666666666,0.79999995
6cb5381cb,0.7059529716666666,9.0,0.79999995
366a03818,0.0,0.0,0.0
732d546b4,0.8235564309999999,8.75,0.79999995
a8a8f95f6,0.7860639303521826,8.25,0.79999995
0b4bb9906,0.724713273711111,9.6,0.79999995
5eeb10b7a,0.795802785361111,9.75,0.79999995
f03b04b1e,0.6782830299999999,9.0,0.79999995
a672ea96d,0.8846343729999999,10.0,0.79999995
4df43033d,0.7969565756190476,9.714285714285714,0.79999995
d25638f81,0.8091803260000001,10.0,0.79999995
aafb75ee8,0.8332418604999999,10.0,0.79999995
e9cf01a21,0.7259396924999999,10.0,0.79999995
1c74d62ed,0.752094255625,7.0,0.79999995
2148c2ef6,0.7644522157499999,10.0,0.79999995
f0bb05fc7,0.7855814152053572,8.75,0.79999995
479500716,0.765440865,10.0,0.79999995
1afdf61ec,0.7269689815,9.0,0.79999995
b4d0c60b6,0.7922842976415344,9.571428571428571,0.7999999499999999
110d4487e,0.6980047333333335,9.0,0.79999995
27cede3cf,0.7794728111111111,9.0,0.79999995
99dcd9020,0.7965287078412697,7.6,0.79999995
4cb8fe436,0.820477011,10.0,0.79999995
a13ed5e9d,0.76737808,10.0,0.79999995
7adc5209e,0.7926991787714285,9.4,0.79999995
0a8ee7520,0.7748289854999999,10.0,0.79999995
82aa52460,0.7849292099999999,10.0,1.0
4c9f111f1,0.7589680181111111,9.5,0.8999999750000001
eb6c692dc,0.7677944034761904,7.666666666666667,0.79999995
d096658bb,0.79439441725,9.0,0.79999995
109c4f5a8,0.782094051857143,10.0,0.79999995
f8b702182,0.730489385,10.0,0.79999995
eb652ec07,0.7175103288888889,9.0,0.79999995
026ebf139,0.772448712,10.0,0.79999995
6c7c5555f,0.786408145998557,9.454545454545455,0.79999995
1a9733afb,0.8002007640000001,10.0,0.79999995
1a54d4e92,0.7859830866666666,10.0,0.79999995
8526200d3,0.7109803633333334,10.0,0.79999995
8df39788a,0.7371158142189153,8.5,0.79999995
045543730,0.7488387599285714,9.25,0.79999995
bf50b399e,0.88524986,10.0,0.79999995
a05289ebd,0.7946857739999998,8.8,0.79999995
dee525fcd,0.7690536570069444,9.125,0.79999995
ceed27182,0.8134009746666666,10.0,0.79999995
c0a9578bb,0.7636728946444444,9.6,0.79999995
66dda45c4,0.7773998579166667,9.333333333333334,0.79999995
9c87d70e5,0.7337527505,10.0,0.79999995
4574e3de4,0.7716485322000001,9.8,0.79999995
794a45833,0.8482714569999998,10.0,0.79999995
800a7c025,0.7736879580000001,10.0,0.79999995
6c75b9082,0.7693828355000001,10.0,0.79999995
6dbc5c968,0.7832935713368606,9.222222222222221,0.79999995
4dad8252f,0.8392082610000001,10.0,0.79999995
3f9f466d1,0.7743645763333333,9.571428571428571,0.79999995
8bf9a6b80,0.7155900580000001,10.0,0.79999995
c43ecb3e1,0.8212457150000001,9.7,0.8399999600000001
3a3ae56f1,0.7348641286111111,8.666666666666666,0.79999995
172332f53,0.7782185970000001,10.0,0.79999995
01f7fdb78,0.0,0.0,0.0
9b721dcaf,0.7618886869,9.6,0.79999995
e20655a10,0.7684827872727272,10.0,0.79999995
9718baba0,0.7013134165226756,8.285714285714286,0.79999995
cdd7aee45,0.7622237024702381,7.5,0.79999995
86550c5dc,0.7106185932407407,8.333333333333334,0.79999995
ba311fc1a,0.7760976292222223,9.75,0.79999995
bb05c1ce8,0.0,0.0,0.0
4060caeb1,0.7387547676666667,10.0,0.79999995
e54ee8e55,0.7490055576666667,10.0,0.79999995
166092e21,0.759714808,10.0,0.79999995
5a2c8a05f,0.832112381,10.0,0.79999995
d3d47c67d,0.767710927,10.0,0.79999995
8ba0c6894,0.7771152324055554,9.2,0.79999995
71cc0a02e,0.7956849303333332,10.0,0.79999995
75bbaa3fa,0.72204923,10.0,0.79999995
ca587cb42,0.7875338519285715,9.25,0.79999995
b4eb7f4df,0.807045729,10.0,0.79999995
fd32ce3ef,0.6929551540000001,10.0,0.79999995
a15d8c8a8,0.7602995829999999,10.0,0.79999995
34cedf9bb,0.8216348076888889,9.8,0.79999995
ab599a6ac,0.7770110420317461,9.571428571428571,0.79999995
81da09ea9,0.7568187488,10.0,0.79999995
e736ab042,0.0,0.0,0.0
81a815ef5,0.8634406100000002,10.0,0.79999995
0f122f712,0.734191142,10.0,0.79999995
58a10d0cd,0.76887198,9.0,0.79999995
3b1976326,0.7477367473333333,10.0,0.79999995
30ea81bac,0.7400690894285713,7.333333333333333,0.8666666333333334
35907f15e,0.8455906486666667,10.0,0.79999995
bfb33b149,0.7947832711904761,7.666666666666667,0.79999995
375905770,0.7758331715555555,8.0,0.79999995
9ec161c16,0.7741027100277778,8.9375,0.8124999531250001
19f38a3f0,0.7247384422222223,9.0,0.79999995
e2f1f5377,0.782819605,9.0,0.79999995
0c17e1f32,0.7844263094999999,10.0,0.79999995
b912b1114,0.7760644214738095,8.8,0.8399999600000001
bd9e9d9e2,0.7354842859999999,10.0,0.79999995
241dd214b,0.77585569,10.0,0.79999995
084874570,0.7426130425000002,10.0,0.79999995
c1df421c4,0.8182253604285714,9.0,0.79999995
ab9f715ad,0.7698938066785714,9.25,0.79999995
3cc84c2f8,0.7678385213015873,9.2,0.79999995
ee5583527,0.7336087733333333,9.0,0.79999995
9a770c49a,0.7777386199999999,6.0,0.79999995
e07812482,0.864906697,10.0,0.79999995
997db5df5,0.7444669453928572,9.25,0.79999995
301e16ab9,0.7697261778333334,7.0,0.79999995
8705145ca,0.7558237808392858,9.1,0.79999995
6e3aad5f3,0.7943462401250001,10.0,0.79999995
75a11e0f8,0.8050939233333333,10.0,0.79999995
219a1308d,0.7763159236666667,10.0,0.79999995
915173d4d,0.761545684,10.0,0.79999995
c390140c3,0.77342374925,10.0,0.79999995
81d97fa9f,0.750632194,10.0,0.79999995
78b07d4e0,0.759129906,10.0,0.79999995
6cd1cac68,0.7660344684999999,10.0,0.79999995
fb3bd80d1,0.8004275921234568,8.333333333333334,0.79999995
51372ce91,0.8010196909999999,10.0,0.79999995
1a1283447,0.7864475481273149,8.416666666666666,0.79999995
4831c683c,0.7788413198999999,9.6,0.79999995
90592e40c,0.7694686399999999,8.0,0.79999995
e4e5ea1d2,0.765804295904762,8.2,0.79999995
e7a74fca8,0.7563529671607143,8.25,0.79999995
a5595a935,0.7817050830000001,10.0,0.79999995
c7575df7b,0.7799506968611112,9.25,0.79999995
e81c6347b,0.842516466,5.0,0.79999995
7ee058c3d,0.7736102344277779,8.2,0.79999995
4d999ee22,0.880853907,10.0,0.79999995
0637293ec,0.776124208925926,9.666666666666666,0.79999995
7ead795bb,0.7767340925000001,10.0,0.79999995
691a8b7ea,0.7580502470317461,8.4,0.79999995
fcd21f3ec,0.8247670632222223,9.8,0.79999995
9c31047a7,0.7605710941666667,4.666666666666667,0.79999995
76d5726c4,0.81478621575,10.0,0.79999995
03d59fc21,0.8067988623333333,10.0,0.79999995
1a9e7158e,0.790842864281217,9.133333333333333,0.79999995
86afe98e6,0.833258404,10.0,0.79999995
0eba8b0ad,0.74904195,10.0,0.79999995
d38bcdf49,0.7548014244444444,9.0,0.79999995
85a79f281,0.7723163749999999,10.0,0.79999995
91c2159dd,0.7284257416666667,9.666666666666666,0.79999995
91d6a2898,0.737195417,10.0,0.79999995
cfddf0c47,0.7782260355,10.0,0.79999995
b102f525b,0.7932104759999999,10.0,0.79999995
dc1c9f8d5,0.7546235372000001,10.0,0.79999995
c96f9d3a8,0.7627164928500001,9.2,0.8199999550000001
072ae6d9e,0.7448373694999999,7.0,0.79999995
fa94b21d1,0.8047467749333332,9.8,0.79999995
b5df81f99,0.7533628683333333,6.0,0.79999995
2c24655fe,0.7625877967833333,7.7,0.79999995
c702e00d2,0.8608979265,10.0,0.79999995
95d2a0bdf,0.755852221,10.0,0.79999995
c8208c3c9,0.7541797192222223,9.5,0.79999995
9a9f6c753,0.7928151294642858,8.25,0.79999995
92b89a666,0.7486416451851851,9.333333333333334,0.79999995
6819ce556,0.7735974000000001,10.0,0.79999995
17bdf954a,0.7161114306666666,9.0,0.79999995
2bf834f39,0.7734178754285714,10.0,0.79999995
53cd96ef8,0.784479265,10.0,0.79999995
da327c74b,0.7745233648500001,9.2,0.79999995
10a6c97d5,0.8807305502,10.0,0.79999995
f8d831236,0.839349811,10.0,0.79999995
75a4a14ac,0.8150316291666666,10.0,0.79999995
df39a5468,0.7777516475555555,9.25,0.79999995
37f127385,0.7932442605555556,9.0,0.79999995
878e36da4,0.7771421665185185,8.333333333333334,0.79999995
1ffe668f9,0.713583017324074,8.583333333333334,0.79999995
9a2f44ddf,0.7570971845,10.0,0.79999995
54e2508de,0.7830650050000001,10.0,0.79999995
432904c5d,0.0,0.0,0.0
d30b90a39,0.795678313,10.0,0.79999995
20559d623,0.7301855403214286,8.75,0.79999995
2e1d3ae52,0.767164986,10.0,0.79999995
3b0b2a86a,0.8630925159999998,10.0,0.79999995
64c1c412b,0.8186035982380951,9.5,0.79999995
b28de653f,0.7320472305047618,8.6,0.79999995
0e6dd5e23,0.8753028760000001,10.0,0.79999995
46dea66ea,0.839970218,10.0,0.79999995
842b21328,0.774428984,10.0,0.79999995
184ea777b,0.778409702942857,9.4,0.79999995
86547ad6d,0.7149896449222222,7.0,0.79999995
ead547f1b,0.7744654006666668,10.0,0.79999995
703f38466,0.7538203871428573,7.0,0.79999995
60b188249,0.7369724840833333,9.75,0.79999995
845703071,0.7927087197777778,8.75,0.79999995
3c5e8cc5d,0.7675071969999999,10.0,0.79999995
9f533475e,0.7911474846,9.2,0.79999995
0636650db,0.844696628,10.0,0.79999995
d8128cefd,0.7794429905,10.0,0.79999995
6b3614a92,0.8141792875,10.0,0.79999995
dd2ec7bf4,0.752540886,10.0,0.79999995
fcf377cce,0.7451598520291004,9.083333333333334,0.79999995
fb9a96204,0.8160444237173913,9.695652173913043,0.79999995
d4b028ea8,0.7714237507857143,9.142857142857142,0.79999995
8520800b1,0.7847917844907407,9.0,0.79999995
7f8f45a35,0.729207089,10.0,0.79999995
dd7ad37e7,0.7828389739999999,10.0,0.79999995
c92256e41,0.7928582544999999,10.0,0.79999995
caa9a4f53,0.8843233899999999,10.0,0.79999995
4ef431298,0.80388508,10.0,0.79999995
044548f89,0.7558459281666666,9.0,0.79999995
6c3a05812,0.8327947840000001,10.0,0.79999995
5d1fa8ddf,0.760488209,10.0,0.79999995
68cdd6d6b,0.7758574831481481,7.333333333333333,0.79999995
1171c9a41,0.6875534508730159,8.0,0.79999995
f9994fbae,0.8035029066666667,10.0,0.79999995
67dbd5ed9,0.876911982,10.0,0.79999995
129df65b1,0.0,0.0,0.0
cc25fb529,0.8163732644285714,10.0,0.79999995
3db150833,0.746194451,10.0,1.0
3b8b38508,0.7449831110486111,9.125,0.79999995
2e1d4e279,0.8205813083333333,6.0,0.79999995
f4f349714,0.769449646,10.0,0.79999995
7d21dc4a8,0.0,0.0,0.0
c3cafb38c,0.7451639188888889,9.0,0.79999995
a6e902691,0.76325267,8.333333333333334,0.79999995
e3f841674,0.7587252811111111,9.0,0.79999995
a6423eca8,0.8044022145999999,10.0,0.79999995
2cea63a41,0.7878481001222222,9.2,0.79999995
1751240fe,0.0,0.0,0.0
6c48c9154,0.777975721,10.0,0.79999995
9a3c966a9,0.8638093565,10.0,0.8499999625
ac49bdbdd,0.7843399753333333,10.0,0.79999995
7fc640ad8,0.7831508440888889,9.8,0.79999995
05252b175,0.7865511324999999,10.0,0.6749999575000001
27104e464,0.6865630620000001,10.0,0.79999995
da8a47785,0.7838311244246032,8.0,0.79999995
1aa3952c1,0.746041407888889,9.75,0.79999995
8bac2d757,0.8019024573333332,10.0,0.79999995
1ba11aaaa,0.7813868840370372,9.666666666666666,0.79999995
e5164d828,0.7845853840000001,10.0,0.79999995
a0dd85af0,0.770387420125,10.0,0.79999995
0392c0c81,0.7241197453124999,5.5,0.79999995
fff24fcb5,0.731373724,10.0,0.79999995
1195168b6,0.7354906406481482,9.166666666666666,0.79999995
9f7bf4f71,0.7515589626428572,8.5,0.79999995
